buyer_id,sector_id,buyer_name,sector_name,is_externally_funded,price_dev_median,price_dev_p25,price_dev_p75,price_dev_n,single_bidder_rate,single_bidder_n,total_with_bids,no_bid_data_count,non_open_share,non_open_count,total_tenders,bunching_25L,bunching_1Cr,bunching_10Cr,bunching_composite,bunching_n,stickiness_top3,total_award_value,n_suppliers,top3_value,pctile_price_dev,pctile_single_bidder,pctile_non_open,pctile_bunching,pctile_stickiness,composite_equal,composite_pricedev2x,composite_singlebid2x
1,5,ASSAM CANCER CARE FOUNDATION,health,False,,-0.21623194,1.26125602,2.0,0.11764705882352941,2.0,17.0,5.0,,0.0,22.0,0.0,0.0,0.0,0.0,11.0,0.960773948761067,94308279.4,6.0,90608938.0,,100.0,,38.88888888888889,100.0,79.62962962962963,,
1,9,ASSAM CANCER CARE FOUNDATION,vehicles,False,,,,,,0.0,3.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,1.0,,1561032.0,3.0,1561032.0,,,,47.22222222222222,,,,
2,1,Animal Husbandry and Veterinary Department,roads,False,,,,,,0.0,2.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,36.206896551724135,,,,
2,3,Animal Husbandry and Veterinary Department,buildings,False,-0.22906886642089924,-0.28582319864053213,-0.18653325608342988,6.0,0.08333333333333333,1.0,12.0,2.0,,0.0,14.0,0.07142857142857142,0.0,0.0,0.023809523809523808,14.0,,37855220.21,4.0,30308320.21,10.0,79.16666666666666,,89.47368421052632,,,,
2,4,Animal Husbandry and Veterinary Department,schools,False,,-0.17294241708599553,-0.17294241708599553,1.0,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,4862631.3,1.0,4862631.3,,,,42.42424242424242,,,,
2,6,Animal Husbandry and Veterinary Department,water_sanitation,False,,-0.2566776901551768,-0.2566776901551768,1.0,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,2922000.0,1.0,2922000.0,,,,37.03703703703704,,,,
2,7,Animal Husbandry and Veterinary Department,electricity_power,False,,,,,,0.0,0.0,2.0,,0.0,2.0,,,,,,,,,,,,,,,,,
2,9,Animal Husbandry and Veterinary Department,vehicles,False,,,,,,0.0,1.0,0.0,,0.0,1.0,,,,,,,351247999.0,1.0,351247999.0,,,,,,,,
2,10,Animal Husbandry and Veterinary Department,other,False,-0.1879368140017799,-0.29837616635352604,-0.11697375927024621,34.0,0.06481481481481481,7.0,108.0,13.0,,1.0,122.0,0.039603960396039604,0.0,0.0,0.013201320132013201,101.0,0.38760757728410317,340478862.99,52.0,131972187.2,20.0,57.89473684210527,,60.0,36.84210526315789,43.68421052631579,,
4,1,Assam Agricultural University,roads,False,,-0.09999990259243734,-0.09999990259243734,1.0,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,2771859.0,1.0,2771859.0,,,,36.206896551724135,,,,
4,3,Assam Agricultural University,buildings,False,-0.1,-0.10000105386170055,-0.09999995962543712,3.0,,0.0,4.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,3.0,,34928653.0,4.0,31085653.0,35.0,,,35.526315789473685,,,,
4,4,Assam Agricultural University,schools,False,-0.09999999419828778,-0.10000000151498917,-0.07079588516823732,13.0,0.08888888888888889,4.0,45.0,20.0,,0.0,65.0,0.0,0.0,0.0,0.0,34.0,0.6092859017814902,401469806.34999996,33.0,244609893.0,54.54545454545454,88.23529411764706,,42.42424242424242,66.66666666666666,62.96791443850267,,
4,6,Assam Agricultural University,water_sanitation,False,,-0.1,-0.1,1.0,,0.0,2.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,4236300.0,1.0,4236300.0,,,,37.03703703703704,,,,
4,8,Assam Agricultural University,it_computing,False,,,,,,0.0,1.0,0.0,,0.0,1.0,,,,,,,1775400.0,1.0,1775400.0,,,,,,,,
5,1,Assam Electricity Grid Corporation Ltd,roads,False,,-0.05599981763039189,-0.05599981763039189,1.0,,0.0,2.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,4969250.0,1.0,4969250.0,,,,36.206896551724135,,,,
5,3,Assam Electricity Grid Corporation Ltd,buildings,False,,-0.026587185441848037,-0.00886239514728268,2.0,,0.0,2.0,3.0,,0.0,5.0,0.0,0.0,0.0,0.0,2.0,,7290566.0,1.0,7290566.0,,,,35.526315789473685,,,,
5,7,Assam Electricity Grid Corporation Ltd,electricity_power,False,-0.05599980986936441,-0.1469065366539557,-0.0011673151750972762,29.0,0.041666666666666664,4.0,96.0,12.0,,0.0,108.0,0.11538461538461539,0.0,0.0,0.038461538461538464,52.0,0.42374457512590014,722688315.5,40.0,306235253.2,66.66666666666666,50.0,,89.47368421052632,16.666666666666664,55.70175438596491,,
5,8,Assam Electricity Grid Corporation Ltd,it_computing,False,,,,,,0.0,2.0,1.0,,0.0,3.0,,,,,,,1593000.0,1.0,1593000.0,,,,,,,,
5,9,Assam Electricity Grid Corporation Ltd,vehicles,False,,-0.10359792416810602,-0.10359792416810602,1.0,,0.0,3.0,2.0,,0.0,5.0,0.0,0.0,0.0,0.0,5.0,,4535920.0,1.0,4535920.0,,,,47.22222222222222,,,,
7,10,Assam Home Guards and Civil Defence Organization,other,False,,,,,,0.0,2.0,1.0,,0.0,3.0,,,,,,,52823214.0,1.0,52823214.0,,,,,,,,
8,9,Assam Inland Water Transport Development Society,vehicles,False,,,,,,0.0,4.0,1.0,,1.0,5.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,47.22222222222222,,,,
9,8,Assam Police,it_computing,False,,,,,0.0,0.0,8.0,3.0,,0.0,11.0,,,,,,,936834566.0,1.0,936834566.0,,50.0,,,,,,
9,9,Assam Police,vehicles,False,,,,,,0.0,1.0,3.0,,0.0,4.0,,,,,,,,,,,,,,,,,
9,10,Assam Police,other,False,,,,,0.0,0.0,10.0,14.0,0.07692307692307693,2.0,26.0,,,,,,,,,,,17.105263157894736,50.0,,,,,
10,1,Assam Police Housing Corporation Ltd,roads,False,,-0.18000002121169692,-0.18000002121169692,1.0,,1.0,3.0,2.0,,0.0,5.0,0.0,0.0,0.0,0.0,5.0,,3092633.2,1.0,3092633.2,,,,36.206896551724135,,,,
10,3,Assam Police Housing Corporation Ltd,buildings,False,-0.06702059643298554,-0.1,-0.0005734233704484137,22.0,0.14285714285714285,10.0,70.0,67.0,,0.0,137.0,0.0,0.014925373134328358,0.0,0.004975124378109453,134.0,0.8291937102973908,1816137838.25,22.0,1505930072.51,50.0,87.5,,71.05263157894737,73.33333333333333,70.47149122807018,,
10,4,Assam Police Housing Corporation Ltd,schools,False,,0.03452736718680281,0.03452736718680281,1.0,,0.0,2.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,1565111111.0,1.0,1565111111.0,,,,42.42424242424242,,,,
10,6,Assam Police Housing Corporation Ltd,water_sanitation,False,,,,,,0.0,1.0,3.0,,0.0,4.0,0.0,0.25,0.0,0.08333333333333333,4.0,,,,,,,,100.0,,,,
10,7,Assam Police Housing Corporation Ltd,electricity_power,False,,-0.008385405871381008,-0.006986977718242458,2.0,0.125,3.0,24.0,15.0,,0.0,39.0,0.02564102564102564,0.0,0.0,0.008547008547008546,39.0,,11290315.5,2.0,11290315.5,,70.83333333333334,,78.94736842105263,,,,
10,8,Assam Police Housing Corporation Ltd,it_computing,False,,,,,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,54.166666666666664,,,,
12,1,Assam Power Distribution Company Ltd,roads,False,,-0.0422364837993643,-0.0422364837993643,1.0,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,37658463.64,1.0,37658463.64,,,,36.206896551724135,,,,
12,3,Assam Power Distribution Company Ltd,buildings,False,,,,,,0.0,0.0,4.0,,0.0,4.0,,,,,,,,,,,,,,,,,
12,4,Assam Power Distribution Company Ltd,schools,False,-0.04343114574067444,-0.09999992709675208,-0.001759599520218773,65.0,0.33766233766233766,26.0,77.0,26.0,,0.0,103.0,0.0,0.5631067961165048,0.0,0.18770226537216828,103.0,0.23444697344804574,570386552.12,35.0,133725400.84,63.63636363636363,100.0,,100.0,22.22222222222222,71.46464646464646,,
12,5,Assam Power Distribution Company Ltd,health,False,,-0.20470415438367814,-0.20470415438367814,1.0,0.0,0.0,5.0,3.0,,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.9341032537793832,174676058.22999996,5.0,163165474.34999996,,28.57142857142857,,38.88888888888889,85.71428571428571,,,
12,7,Assam Power Distribution Company Ltd,electricity_power,False,-0.04222770120437527,-0.1,0.01474507148884702,131.0,0.026954177897574125,10.0,371.0,118.0,,0.0,489.0,0.0,0.0,0.007782101167315175,0.0025940337224383916,257.0,0.6197584562712202,59680305050.43,67.0,36987373727.85,100.0,41.66666666666667,,73.68421052631578,66.66666666666666,70.50438596491227,,
12,8,Assam Power Distribution Company Ltd,it_computing,False,,,,,,0.0,1.0,0.0,,0.0,1.0,,,,,,,3398400.0,1.0,3398400.0,,,,,,,,
13,1,Assam Power Generation Company Limited,roads,False,,,,,,0.0,3.0,0.0,,0.0,3.0,0.3333333333333333,0.0,0.0,0.1111111111111111,3.0,,,,,,,,100.0,,,,
13,3,Assam Power Generation Company Limited,buildings,False,,,,,,0.0,2.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,35.526315789473685,,,,
13,6,Assam Power Generation Company Limited,water_sanitation,False,,-0.12958586415204928,-0.07666411629411538,2.0,,0.0,4.0,4.0,,0.0,8.0,0.0,0.0,0.0,0.0,7.0,,7666509.63,2.0,7666509.63,,,,37.03703703703704,,,,
13,7,Assam Power Generation Company Limited,electricity_power,False,,0.49032685953288213,1.496775619844294,2.0,0.02564102564102564,1.0,39.0,21.0,0.05,3.0,60.0,0.0,0.0,0.0,0.0,16.0,0.5782393005613812,45492996.160000004,10.0,26305838.28,,33.33333333333333,50.0,36.84210526315789,33.33333333333333,38.37719298245614,,
13,9,Assam Power Generation Company Limited,vehicles,False,,,,,,0.0,0.0,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,
15,10,Assam Public Service Commission,other,False,,,,,,0.0,1.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,
16,4,Assam Science and Technology University,schools,False,,-0.2217824647323517,-0.2217824647323517,1.0,,0.0,1.0,1.0,,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,4379999.73,1.0,4379999.73,,,,42.42424242424242,,,,
18,10,Assam State Agricultural Marketing Board,other,False,,,,,,0.0,3.0,8.0,,0.0,11.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,27.142857142857142,,,,
19,3,Assam State Disaster Management Authority,buildings,False,,,,,,0.0,1.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,
19,6,Assam State Disaster Management Authority,water_sanitation,False,,,,,,0.0,1.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,
19,10,Assam State Disaster Management Authority,other,False,,,,,0.0,0.0,11.0,4.0,,0.0,15.0,,,,,,,13698519.0,3.0,13698519.0,,17.105263157894736,,,,,,
21,8,Assam State Transport Corporation,it_computing,False,,,,,,0.0,1.0,1.0,,0.0,2.0,,,,,,,4795992.0,1.0,4795992.0,,,,,,,,
21,9,Assam State Transport Corporation,vehicles,False,,0.15799999595466815,0.15799999595466815,1.0,0.08333333333333333,1.0,12.0,9.0,,0.0,21.0,0.0,0.0,0.0,0.0,1.0,,237318720.8,3.0,237318720.8,,83.33333333333334,,47.22222222222222,,,,
23,3,Axom Sarba Siksha Abhijan Mission,buildings,False,,,,,,1.0,4.0,1.0,,0.0,5.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,35.526315789473685,,,,
23,4,Axom Sarba Siksha Abhijan Mission,schools,False,-0.34516297517098316,-0.47031114107883815,-0.26988242092523484,20.0,0.01282051282051282,1.0,78.0,150.0,,0.0,228.0,0.017045454545454544,0.0,0.0,0.005681818181818181,176.0,0.5552179988782973,1119609534.95,20.0,621627365.52,9.090909090909092,64.70588235294117,,84.84848484848484,55.55555555555556,53.55020796197266,,
23,6,Axom Sarba Siksha Abhijan Mission,water_sanitation,False,,,,,,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,37.03703703703704,,,,
23,8,Axom Sarba Siksha Abhijan Mission,it_computing,False,,,,,,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,54.166666666666664,,,,
23,9,Axom Sarba Siksha Abhijan Mission,vehicles,False,,,,,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,47.22222222222222,,,,
24,3,BODOLAND UNIVERSITY,buildings,False,-0.00045471326477260064,-0.0006212854139303638,-0.0002240384153179552,5.0,0.0,0.0,5.0,4.0,,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.8974403622971227,85636681.22,5.0,76853814.22,75.0,27.083333333333332,,35.526315789473685,86.66666666666667,,,
24,4,BODOLAND UNIVERSITY,schools,False,,-0.00019409975655554202,-0.00012100627395283092,2.0,,0.0,2.0,2.0,,0.0,4.0,0.0,0.0,0.0,0.0,4.0,,29669502.75,2.0,29669502.75,,,,42.42424242424242,,,,
25,1,Bodoland Territorial Council,roads,False,-0.0002627791936411909,-0.005631404896218914,-2.778538160479151e-05,200.0,0.023166023166023165,6.0,259.0,54.0,,0.0,313.0,0.019543973941368076,0.10423452768729642,0.0,0.04125950054288816,307.0,0.16932419407849372,1647391407.46,130.0,278943222.4,80.0,42.857142857142854,,93.10344827586206,33.33333333333333,62.32348111658456,,
25,2,Bodoland Territorial Council,bridges,False,,-0.0033333333333333335,-0.0033333333333333335,1.0,0.0,0.0,6.0,2.0,,0.0,8.0,0.0,0.0,0.0,0.0,8.0,,2990000.0,1.0,2990000.0,,33.33333333333333,,45.45454545454545,,,,
25,3,Bodoland Territorial Council,buildings,False,-0.00014254216621527473,-0.008593253347082837,-7.501801898051008e-05,34.0,0.018518518518518517,1.0,54.0,5.0,,0.0,59.0,0.0,0.01818181818181818,0.0,0.006060606060606061,55.0,0.2287110928757262,234349304.47,31.0,53598285.54000001,85.0,58.333333333333336,,75.0,6.666666666666667,56.25,,
25,4,Bodoland Territorial Council,schools,False,-9.690855338883073e-05,-0.00014611832260256482,-2.7351999999955295e-05,8.0,0.043478260869565216,1.0,23.0,5.0,,0.0,28.0,0.037037037037037035,0.037037037037037035,0.0,0.024691358024691357,27.0,0.6314290584546712,79166305.78,8.0,49987905.92,90.9090909090909,76.47058823529412,,90.9090909090909,77.77777777777779,84.01663695781342,,
25,5,Bodoland Territorial Council,health,False,-3.408936145373494e-05,-8.700535041209514e-05,-2.9079352183613292e-06,7.0,0.0,0.0,16.0,3.0,,0.0,19.0,0.0,0.0,0.0,0.0,14.0,0.7629677720181607,224624871.82999998,8.0,171381538.0,80.0,28.57142857142857,,38.88888888888889,57.14285714285714,51.15079365079365,,
25,6,Bodoland Territorial Council,water_sanitation,False,-0.10000000000000005,-0.5499999999999999,-0.09999999999999996,211.0,0.1783783783783784,33.0,185.0,5.0,,0.0,190.0,0.0,0.02631578947368421,0.0,0.008771929824561403,190.0,0.1159106555318366,1649517421.6100001,149.0,191196645.65,23.076923076923077,86.66666666666667,,74.07407407407408,10.0,48.45441595441596,,
25,7,Bodoland Territorial Council,electricity_power,False,,,,,,0.0,4.0,9.0,,0.0,13.0,0.0,0.0,0.0,0.0,11.0,,,,,,,,36.84210526315789,,,,
25,9,Bodoland Territorial Council,vehicles,False,0.0,-0.00043497172683775554,0.009989094874591058,5.0,0.0,0.0,5.0,1.0,,0.0,6.0,0.16666666666666666,0.0,0.0,0.05555555555555555,6.0,,26634280.0,3.0,26634280.0,50.0,41.66666666666667,,94.44444444444444,,,,
25,10,Bodoland Territorial Council,other,False,-0.0001516833810824753,-0.023980648795086892,-1.2576307778765259e-05,164.0,0.01729106628242075,6.0,347.0,74.0,,0.0,421.0,0.009950248756218905,0.03731343283582089,0.0,0.01575456053067993,402.0,0.12013438188521532,1487482209.97,135.0,178697755.86,90.0,39.473684210526315,,71.42857142857143,5.263157894736842,51.54135338345865,,
26,1,Bodoland Territorial Council-PWD,roads,False,-8.273463842985362e-05,-0.00027287975118685216,-7.364677506882843e-06,499.0,0.005474452554744526,3.0,548.0,58.0,,0.0,606.0,0.011705685618729096,0.05852842809364549,0.0,0.023411371237458196,598.0,0.1086279023751645,7020800977.2300005,291.0,762654883.15,86.66666666666667,35.714285714285715,,82.75862068965517,11.11111111111111,54.06267104542967,,
26,2,Bodoland Territorial Council-PWD,bridges,False,-0.00022099284604487054,-0.1,-3.8599406305277144e-05,8.0,0.0,0.0,9.0,3.0,,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.5652456221253463,47786363.03,8.0,27011032.5,100.0,33.33333333333333,,45.45454545454545,50.0,,,
26,3,Bodoland Territorial Council-PWD,buildings,False,-8.668678906899945e-05,-0.00022636856024902356,-8.789406727729892e-06,44.0,0.0,0.0,50.0,7.0,,0.0,57.0,0.0,0.01818181818181818,0.0,0.006060606060606061,55.0,0.3062608490031089,455610524.79999995,41.0,139535666.14,90.0,27.083333333333332,,75.0,13.333333333333334,51.354166666666664,,
26,4,Bodoland Territorial Council-PWD,schools,False,-9.74330702075497e-05,-0.00026969710438152876,-5.947361546200211e-05,28.0,0.0,0.0,35.0,2.0,,0.0,37.0,0.0,0.21621621621621623,0.0,0.07207207207207207,37.0,0.4227796409929471,311716756.3,26.0,131787498.32,81.81818181818183,32.35294117647059,,96.96969696969697,33.33333333333333,61.11853832442068,,
26,5,Bodoland Territorial Council-PWD,health,False,-8.012825908226882e-05,-0.00013733401039000455,-7.836944484972297e-05,5.0,0.0,0.0,5.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.7345106351711862,47540510.74,5.0,34919010.74,60.0,28.57142857142857,,38.88888888888889,42.857142857142854,,,
26,6,Bodoland Territorial Council-PWD,water_sanitation,False,,-2.3560485392536865e-05,-2.3560485392536865e-05,1.0,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,3993456.91,1.0,3993456.91,,,,37.03703703703704,,,,
27,1,Bodoland Territorial Council-WRD,roads,False,-0.24608879892462374,-0.5500249921504552,-0.17304439879136752,3.0,,0.0,2.0,1.0,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,144036454.0,3.0,144036454.0,20.0,,,36.206896551724135,,,,
27,2,Bodoland Territorial Council-WRD,bridges,False,,-0.0751407804557474,-0.025422322120500027,2.0,,0.0,2.0,1.0,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,28876195.0,2.0,28876195.0,,,,45.45454545454545,,,,
27,4,Bodoland Territorial Council-WRD,schools,False,,-0.09999996388701317,-0.09999991388390125,2.0,,0.0,2.0,2.0,,0.0,4.0,0.0,0.0,0.0,0.0,4.0,,16199291.0,2.0,16199291.0,,,,42.42424242424242,,,,
27,6,Bodoland Territorial Council-WRD,water_sanitation,False,-0.007248572376631481,-0.09999996038443013,-0.00037339424617282,88.0,0.028846153846153848,3.0,104.0,31.0,,0.0,135.0,0.0,0.22962962962962963,0.0,0.07654320987654321,135.0,0.23603750841277865,1221074633.85,48.0,288219414.15999997,92.3076923076923,33.33333333333333,,96.29629629629629,30.0,62.984330484330485,,
29,10,Chief Minister Secretariat,other,False,,,,,,1.0,2.0,0.0,,0.0,2.0,,,,,,,,,,,,,,,,,
31,1,Cooperation Department,roads,False,,,,,,0.0,1.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,
31,3,Cooperation Department,buildings,False,,-0.001087781978672254,-0.001087781978672254,1.0,0.0,0.0,6.0,3.0,,0.0,9.0,0.0,0.0,0.0,0.0,9.0,,14833330.0,1.0,14833330.0,,27.083333333333332,,35.526315789473685,,,,
31,7,Cooperation Department,electricity_power,False,,,,,,0.0,2.0,0.0,,0.0,2.0,,,,,,,22872814.0,2.0,22872814.0,,,,,,,,
31,8,Cooperation Department,it_computing,False,,,,,,0.0,3.0,0.0,,0.0,3.0,,,,,,,547402.0,1.0,547402.0,,,,,,,,
31,10,Cooperation Department,other,False,-0.05,-0.05,-0.04,3.0,0.01694915254237288,1.0,59.0,28.0,,0.0,87.0,0.0,0.0,0.0,0.0,24.0,0.5279593757679644,212681136.52999997,27.0,112287000.08,52.5,36.84210526315789,,27.142857142857142,52.63157894736842,42.27913533834586,,
32,4,Cotton University,schools,False,,-0.15160752195600266,-0.13466115040707372,2.0,0.0,0.0,5.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,2.0,,23105948.68,2.0,23105948.68,,32.35294117647059,,42.42424242424242,,,,
