ocid,district_name,matched_via,title_district_mismatch,title_district_name
ocds-f5kvwu-2022_NHM_28018_61,Kamrup Metropolitan,address,True,Dhemaji
ocds-f5kvwu-2022_NHM_28018_62,Kamrup Metropolitan,address,True,Dhemaji
ocds-f5kvwu-2022_NHM_28018_63,Kamrup Metropolitan,address,True,Dhemaji
ocds-f5kvwu-2022_NHM_28018_64,Kamrup Metropolitan,address,True,Dhemaji
ocds-f5kvwu-2022_NHM_28018_65,Kamrup Metropolitan,address,True,Dhubri
ocds-f5kvwu-2022_NHM_28018_66,Kamrup Metropolitan,address,True,Dhubri
ocds-f5kvwu-2022_NHM_28018_67,Kamrup Metropolitan,address,True,Dhubri
ocds-f5kvwu-2022_NHM_28018_68,Kamrup Metropolitan,address,True,Dhubri
ocds-f5kvwu-2022_NHM_28018_69,Kamrup Metropolitan,address,True,Dhubri
ocds-f5kvwu-2022_NHM_28018_7,Kamrup Metropolitan,address,True,Baksa
ocds-f5kvwu-2022_NHM_28018_70,Kamrup Metropolitan,address,True,Dhubri
ocds-f5kvwu-2022_NHM_28018_71,Kamrup Metropolitan,address,True,Dhubri
ocds-f5kvwu-2022_NHM_28018_72,Kamrup Metropolitan,address,True,Dhubri
ocds-f5kvwu-2022_NHM_28018_73,Kamrup Metropolitan,address,True,Dibrugarh
ocds-f5kvwu-2022_NHM_28018_74,Kamrup Metropolitan,address,True,Dibrugarh
ocds-f5kvwu-2022_NHM_28018_75,Kamrup Metropolitan,address,True,Dibrugarh
ocds-f5kvwu-2022_NHM_28018_76,Kamrup Metropolitan,address,True,Dibrugarh
ocds-f5kvwu-2022_NHM_28018_77,Kamrup Metropolitan,address,True,Dibrugarh
ocds-f5kvwu-2022_NHM_28018_78,Kamrup Metropolitan,address,True,Dibrugarh
ocds-f5kvwu-2022_NHM_28018_79,Kamrup Metropolitan,address,True,Dibrugarh
ocds-f5kvwu-2022_NHM_28018_8,Kamrup Metropolitan,address,True,Baksa
ocds-f5kvwu-2022_NHM_28018_80,Kamrup Metropolitan,address,True,Dibrugarh
ocds-f5kvwu-2022_NHM_28018_81,Kamrup Metropolitan,address,True,Dibrugarh
ocds-f5kvwu-2022_NHM_28018_82,Kamrup Metropolitan,address,True,Dibrugarh
ocds-f5kvwu-2022_NHM_28018_83,Kamrup Metropolitan,address,True,Dibrugarh
ocds-f5kvwu-2022_NHM_28018_84,Kamrup Metropolitan,address,True,Dibrugarh
ocds-f5kvwu-2022_NHM_28018_85,Kamrup Metropolitan,address,True,Dima Hasao
ocds-f5kvwu-2022_NHM_28018_86,Kamrup Metropolitan,address,True,Dima Hasao
ocds-f5kvwu-2022_NHM_28018_87,Kamrup Metropolitan,address,True,Dima Hasao
ocds-f5kvwu-2022_NHM_28018_88,Kamrup Metropolitan,address,True,Goalpara
ocds-f5kvwu-2022_NHM_28018_89,Kamrup Metropolitan,address,True,Goalpara
ocds-f5kvwu-2022_NHM_28018_9,Kamrup Metropolitan,address,True,Barpeta
ocds-f5kvwu-2022_NHM_28018_90,Kamrup Metropolitan,address,True,Goalpara
ocds-f5kvwu-2022_NHM_28018_91,Kamrup Metropolitan,address,True,Goalpara
ocds-f5kvwu-2022_NHM_28018_92,Kamrup Metropolitan,address,True,Goalpara
ocds-f5kvwu-2022_NHM_28018_93,Kamrup Metropolitan,address,True,Goalpara
ocds-f5kvwu-2022_NHM_28018_94,Kamrup Metropolitan,address,True,Goalpara
ocds-f5kvwu-2022_NHM_28018_95,Kamrup Metropolitan,address,True,Goalpara
ocds-f5kvwu-2022_NHM_28018_96,Kamrup Metropolitan,address,True,Golaghat
ocds-f5kvwu-2022_NHM_28018_97,Kamrup Metropolitan,address,True,Golaghat
ocds-f5kvwu-2022_NHM_28018_98,Kamrup Metropolitan,address,True,Golaghat
ocds-f5kvwu-2022_NHM_28018_99,Kamrup Metropolitan,address,True,Golaghat
ocds-f5kvwu-2022_NHM_28028_1,Kamrup Metropolitan,state_hq,True,Chirang
ocds-f5kvwu-2022_NHM_28028_2,Kamrup Metropolitan,state_hq,True,Kokrajhar
ocds-f5kvwu-2022_NHM_28049_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_28056_10,Kamrup Metropolitan,state_hq,True,Tinsukia
ocds-f5kvwu-2022_NHM_28056_12,Kamrup Metropolitan,state_hq,True,Sonitpur
ocds-f5kvwu-2022_NHM_28056_13,Kamrup Metropolitan,state_hq,True,Sonitpur
ocds-f5kvwu-2022_NHM_28056_14,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28056_15,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28056_18,Kamrup Metropolitan,state_hq,True,Biswanath
ocds-f5kvwu-2022_NHM_28056_19,Kamrup Metropolitan,state_hq,True,Darrang
ocds-f5kvwu-2022_NHM_28056_2,Kamrup Metropolitan,state_hq,True,Tinsukia
ocds-f5kvwu-2022_NHM_28056_20,Kamrup Metropolitan,state_hq,True,Hailakandi
ocds-f5kvwu-2022_NHM_28056_21,Kamrup Metropolitan,state_hq,True,Jorhat
ocds-f5kvwu-2022_NHM_28056_22,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28056_23,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28056_24,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28056_25,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28056_26,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28056_27,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28056_28,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28056_29,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28056_3,Kamrup Metropolitan,state_hq,True,Tinsukia
ocds-f5kvwu-2022_NHM_28056_30,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28056_32,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28056_34,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28056_36,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28056_4,Kamrup Metropolitan,state_hq,True,Tinsukia
ocds-f5kvwu-2022_NHM_28056_40,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28056_41,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28056_42,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28056_43,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28056_44,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28056_45,Kamrup Metropolitan,state_hq,True,Nalbari
ocds-f5kvwu-2022_NHM_28056_46,Kamrup Metropolitan,state_hq,True,Nalbari
ocds-f5kvwu-2022_NHM_28056_47,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28056_48,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28056_49,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28056_5,Kamrup Metropolitan,state_hq,True,Tinsukia
ocds-f5kvwu-2022_NHM_28056_50,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28056_51,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28056_52,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28056_53,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28056_54,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28056_55,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28056_56,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28056_8,Kamrup Metropolitan,state_hq,True,Tinsukia
ocds-f5kvwu-2022_NHM_28056_9,Kamrup Metropolitan,state_hq,True,Tinsukia
ocds-f5kvwu-2022_NHM_28061_1,Kamrup Metropolitan,state_hq,True,Hailakandi
ocds-f5kvwu-2022_NHM_28061_10,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_11,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_12,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_13,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_14,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_15,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_16,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_17,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_18,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_19,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_2,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28061_20,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_21,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_22,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_23,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_24,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_25,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_27,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_28,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_29,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_3,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28061_30,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_31,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28061_32,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28061_34,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28061_35,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28061_36,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28061_37,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28061_4,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28061_6,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28061_7,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_8,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28061_9,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28171_1,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_28241_1,Kamrup Metropolitan,state_hq,True,Tinsukia
ocds-f5kvwu-2022_NHM_28409_1,Kamrup Metropolitan,state_hq,True,Baksa
ocds-f5kvwu-2022_NHM_28409_2,Kamrup Metropolitan,state_hq,True,Baksa
ocds-f5kvwu-2022_NHM_28409_3,Kamrup Metropolitan,state_hq,True,Baksa
ocds-f5kvwu-2022_NHM_28409_4,Kamrup Metropolitan,state_hq,True,Baksa
ocds-f5kvwu-2022_NHM_28409_5,Kamrup Metropolitan,state_hq,True,Baksa
ocds-f5kvwu-2022_NHM_28421_1,Kamrup Metropolitan,state_hq,True,Baksa
ocds-f5kvwu-2022_NHM_28421_10,Kamrup Metropolitan,state_hq,True,Dibrugarh
ocds-f5kvwu-2022_NHM_28421_100,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_28421_101,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_28421_102,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_103,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_104,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_105,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_106,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_107,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_108,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_109,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_11,Kamrup Metropolitan,state_hq,True,Dibrugarh
ocds-f5kvwu-2022_NHM_28421_110,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_111,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_112,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_113,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_114,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_115,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_116,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_117,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_118,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_119,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_12,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_28421_120,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_121,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_122,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_123,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_124,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_125,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_126,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_127,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_128,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_129,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_13,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_28421_130,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_131,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_132,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_133,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_134,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_135,Kamrup Metropolitan,state_hq,True,Karimganj
ocds-f5kvwu-2022_NHM_28421_136,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_28421_137,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_28421_138,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_28421_139,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_14,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_28421_140,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_28421_141,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_28421_142,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_28421_144,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_28421_145,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_28421_146,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_28421_147,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_28421_148,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_149,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_15,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_28421_150,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_151,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_152,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_153,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_154,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_155,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_156,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_157,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_158,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_159,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_16,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_28421_160,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_161,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_162,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_163,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_164,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_165,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_166,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_28421_17,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_28421_18,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_28421_19,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_28421_2,Kamrup Metropolitan,state_hq,True,Baksa
ocds-f5kvwu-2022_NHM_28421_20,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_28421_21,Kamrup Metropolitan,state_hq,True,Golaghat
ocds-f5kvwu-2022_NHM_28421_22,Kamrup Metropolitan,state_hq,True,Hojai
ocds-f5kvwu-2022_NHM_28421_23,Kamrup Metropolitan,state_hq,True,Hojai
ocds-f5kvwu-2022_NHM_28421_24,Kamrup Metropolitan,state_hq,True,Hojai
ocds-f5kvwu-2022_NHM_28421_25,Kamrup Metropolitan,state_hq,True,Hojai
ocds-f5kvwu-2022_NHM_28421_26,Kamrup Metropolitan,state_hq,True,Hojai
ocds-f5kvwu-2022_NHM_28421_27,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28421_28,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28421_29,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28421_3,Kamrup Metropolitan,state_hq,True,Baksa
ocds-f5kvwu-2022_NHM_28421_30,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28421_31,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28421_32,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28421_33,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28421_34,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28421_35,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28421_36,Kamrup Metropolitan,state_hq,True,Kamrup
ocds-f5kvwu-2022_NHM_28421_37,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_28421_38,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_39,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_4,Kamrup Metropolitan,state_hq,True,Baksa
ocds-f5kvwu-2022_NHM_28421_40,Kamrup Metropolitan,state_hq,True,Kokrajhar
ocds-f5kvwu-2022_NHM_28421_41,Kamrup Metropolitan,state_hq,True,Kokrajhar
ocds-f5kvwu-2022_NHM_28421_44,Kamrup Metropolitan,state_hq,True,Morigaon
ocds-f5kvwu-2022_NHM_28421_45,Kamrup Metropolitan,state_hq,True,Morigaon
ocds-f5kvwu-2022_NHM_28421_46,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28421_47,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_28421_48,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28421_49,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28421_5,Kamrup Metropolitan,state_hq,True,Baksa
ocds-f5kvwu-2022_NHM_28421_50,Kamrup Metropolitan,state_hq,True,Nagaon
ocds-f5kvwu-2022_NHM_28421_51,Kamrup Metropolitan,state_hq,True,Nalbari
ocds-f5kvwu-2022_NHM_28421_52,Kamrup Metropolitan,state_hq,True,Nalbari
ocds-f5kvwu-2022_NHM_28421_53,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28421_55,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28421_56,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28421_57,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28421_58,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28421_59,Kamrup Metropolitan,state_hq,True,Sivasagar
ocds-f5kvwu-2022_NHM_28421_6,Kamrup Metropolitan,state_hq,True,Darrang
ocds-f5kvwu-2022_NHM_28421_60,Kamrup Metropolitan,state_hq,True,Barpeta
ocds-f5kvwu-2022_NHM_28421_61,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_63,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_64,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_65,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_66,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_67,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_68,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_69,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_7,Kamrup Metropolitan,state_hq,True,Darrang
ocds-f5kvwu-2022_NHM_28421_70,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_71,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_72,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_73,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_74,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_75,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_76,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_77,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_78,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_79,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_8,Kamrup Metropolitan,state_hq,True,Darrang
ocds-f5kvwu-2022_NHM_28421_80,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_81,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_82,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_83,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_84,Kamrup Metropolitan,state_hq,True,Dhubri
ocds-f5kvwu-2022_NHM_28421_85,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_86,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_87,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_88,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_89,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_9,Kamrup Metropolitan,state_hq,True,Dibrugarh
ocds-f5kvwu-2022_NHM_28421_90,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_28421_91,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_92,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_93,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_94,Kamrup Metropolitan,state_hq,True,Cachar
ocds-f5kvwu-2022_NHM_28421_95,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_28421_96,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_28421_97,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_28421_98,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_28421_99,Kamrup Metropolitan,state_hq,False,
ocds-f5kvwu-2022_NHM_28485_1,Kamrup Metropolitan,state_hq,True,Baksa
ocds-f5kvwu-2022_NHM_28485_10,Kamrup Metropolitan,state_hq,True,Darrang
ocds-f5kvwu-2022_NHM_28485_11,Kamrup Metropolitan,state_hq,True,Darrang
