ocid,tender_title,tender_value_amount,value_amount,tender_procurementMethod,tender_fiscalYear,price_deviation
ocds-f5kvwu-2020_PWD_19577_1,"APART/NOCP/ ROADS/SIV-05 (Construction of road from Telenga Ali to State Veterinary Dispensary,Kotiari Village (Ch.0.00 Km to Ch.1.185 Km) in Sivasagar District (Length- 1.185 K.M.))",13960000.0,12270840.0,Open Tender,2020-2021,-0.121
ocds-f5kvwu-2020_PWD_19577_3,APART/NOCP/ MARKETS/K-01 (Market Modernization and Improvement Program (MMIP) of Chaygaon Bazaar (Local Board Hat Khola) in Kamrup District under APART),13366000.0,12630870.0,Open Tender,2020-2021,-0.055
ocds-f5kvwu-2020_PWD_19577_4,APART/NOCP/MARKETS/KOK-02 (Market Modernization and Improvement Program (MMIP) of Bhowraguri Market in Kokrajhar District under APART),22736000.0,20437212.0,Open Tender,2020-2021,-0.10110784658691063
ocds-f5kvwu-2020_PWD_19577_5,APART/NOCP/MARKETS/SN-02 (Market Modernization and Improvement Program (MMIP) of Khelmati Weekly Market in Sonitpur District under APART),24754000.0,22278600.0,Open Tender,2020-2021,-0.1
ocds-f5kvwu-2020_PWD_19577_6,APART/NOCP/MARKETS/LKR-03 (Market Modernization and Improvement Program (MMIP) of Simaluguri Market in Lakhimpur District under APART),25148000.0,22171229.0,Open Tender,2020-2021,-0.11837008907268967
ocds-f5kvwu-2020_PWD_19594_2,"Re-construction of Rabindra Bhawan Approach Road including open boulder masonary side drain works (from Ch. 0.00 to 0.295 Km and Ch. 0.00 Km to 0.66 Km ) under SOPD-G for the year 2020-21, Bongaigaon Municipal Board. Package No.SOPD(G)_WAC_130",7267934.0,7266934.03,Open Tender,2020-2021,-0.00013758655485860758
ocds-f5kvwu-2020_PWD_19599_1,RIDF-XXVI/Dhemaji/02 Improvement of Road from NH-15 at Mechaki Tongani to Sissiborgaon Chariali via Garumora Khuti to Amguri under RIDF-XXVI of NABARD for 2020-21 under Jonai Territorial Road Division in Jonai LAC,87500000.0,87499880.0,Open Tender,2020-2021,-1.3714285714285715e-06
ocds-f5kvwu-2020_PWD_19617_2,"Re-construction of Dubiel Chariali to Kachubari(Ch 0.00 to 3600.00 m) under SOPD-G For the year 2020-21 under Jorhat, Dergaon and Titabor Territorial Road Division, in Dergaon LAC. Pkg.No. SOPD-G/2020-21 /JDTTRD/DERGAON/02",5246725.0,4984389.0,Open Tender,2020-2021,-0.04999995235122862
ocds-f5kvwu-2020_PWD_19617_3,"Re-construction of Balijan Ckeck gate via Bhakatia Gaon in Difference Stretches (Ch0.00 to4000.00 m)under SOPD-G For the year 2020-2 under Jorhat, Dergaon and Titabor Territorial Road Division, in Dergaon LAC.Pkg.No. SOPD-G/2020-21 /JDTTRD/DERGAON/03",5969799.0,5671309.0,Open Tender,2020-2021,-0.050000008375491366
ocds-f5kvwu-2020_PWD_19641_1,Construction of Baralimari to Leteripar Road,7628000.0,6865200.0,Open Tender,2020-2021,-0.1
ocds-f5kvwu-2020_PWD_19642_1,Reconstruction of Salpara Parmaibheti Road,8262000.0,7435800.0,Open Tender,2020-2021,-0.1
ocds-f5kvwu-2020_PWD_19644_1,Re-construction of Moirabari Bechamari road,5176000.0,4658400.0,Open Tender,2020-2021,-0.1
ocds-f5kvwu-2020_PWD_19645_1,Re-construction of Dhing Salkati road,9260000.0,8334000.0,Open Tender,2020-2021,-0.1
ocds-f5kvwu-2020_PWD_19646_1,Construction of Dumdumia to Patia Chapori road,14792000.0,13312800.0,Open Tender,2020-2021,-0.1
ocds-f5kvwu-2020_PWD_19647_1,Construction of road Norshingbori to Borbori road,15353000.0,13817700.0,Open Tender,2020-2021,-0.1
ocds-f5kvwu-2020_PWD_19691_1,Re-construction of Bordoloi Colony Road at Hojai Town,7671000.0,7660150.0,Open Tender,2020-2021,-0.0014144179376873942
ocds-f5kvwu-2020_PWD_19693_1,Construction of Road from Nataji Subhash Chandra Bose Statue to Natun Bazar Pasali via Rail Gate No. 1,13918000.0,13886720.0,Open Tender,2020-2021,-0.002247449346170427
ocds-f5kvwu-2020_PWD_19694_1,Reconstruction of Gobardhan Bazar PWD road to Barman Basti L.P. School,7500000.0,7495300.0,Open Tender,2020-2021,-0.0006266666666666666
ocds-f5kvwu-2020_PWD_19719_1,APART/NOCP/MARKETS/GLP-05 (Market Modernisation and Improvement Program (MMIP) of Amjonga Hat in Goalpara District under APART),24716000.0,24077811.0,Open Tender,2020-2021,-0.025820885256514
ocds-f5kvwu-2020_PWD_19719_11,APART/NOCP/ MARKETS/ LKR-04 (Market Modernisation and Improvement Program (MMIP) of Ghilamora Weekly Market in Lakhimpur District under APART),19162000.0,18149643.0,Open Tender,2020-2021,-0.052831489406116275
ocds-f5kvwu-2020_PWD_19719_2,APART/NOCP/ MARKETS/ GLP-04 (Market Modernisation and Improvement Program (MMIP) of Dwarka Market in Goalpara District under APART),23161000.0,25306477.0,Open Tender,2020-2021,0.09263317646042916
ocds-f5kvwu-2020_PWD_19719_5,APART/NOCP/ MARKETS/ LKR-06 (Market Modernisation and Improvement Program (MMIP) of Dolohat weekly market in Lakhimpur District under APART),24239000.0,23654043.0,Open Tender,2020-2021,-0.024132885020009077
ocds-f5kvwu-2020_PWD_19719_6,APART/NOCP/ MARKETS/ GLP-01 (Market Modernisation and Improvement Program (MMIP) of Meselkhowa Nabang market in Goalpara District under APART),22675000.0,21314496.0,Open Tender,2020-2021,-0.060000176405733185
ocds-f5kvwu-2020_PWD_19719_7,APART/NOCP/ MARKETS/ GLP-02 (Market Modernisation and Improvement Program (MMIP) of Makri Bi-Weekly Market in Goalpara District under APART),17736000.0,14862768.0,Open Tender,2020-2021,-0.162
ocds-f5kvwu-2020_PWD_19719_8,APART/NOCP/ MARKETS/ GLP-03 (Market Modernisation and Improvement Program (MMIP) of Khardang Weekly Market in Goalpara District under APART),22673000.0,18999974.0,Open Tender,2020-2021,-0.162
ocds-f5kvwu-2020_PWD_19787_1,"Construction of Road from(i)NH-61 to Amguri Project Road(ii)Kathkatia Barua Ali to Amguri Project Road(iii) Amguri Hospital staff Qtr.No.1(iv)Amguri Hospital staff Qtr.No.1 in NATRD,under SOPD-G 2020-21. Pkg.No.SOPD-G/2020-21 /NATRD/AMG/AMA/01",9998999.0,9499049.05,Open Tender,2020-2021,-0.049999999999999926
ocds-f5kvwu-2020_PWD_19797_1,Construction of Road at Milon Nagar at Jakhalabandha under SOPD-G for the year 2020-21,7090000.0,7089000.0,Open Tender,2020-2021,-0.00014104372355430183
ocds-f5kvwu-2020_PWD_19798_1,Construction of Road from K A Road to Garugaon Road,8653000.0,8645515.0,Open Tender,2020-2021,-0.000865017912862591
ocds-f5kvwu-2020_PWD_19799_1,Construction of Road at Samdhara Village and road from Silghat Kuwaritol Road connecting Sanchowagaon village under SOPD-G for the year 2020-21,8216000.0,8214000.0,Open Tender,2020-2021,-0.00024342745861733204
ocds-f5kvwu-2020_PWD_19800_1,Construction of Road from Balitika Village connecting Silghat Kuwaritol Road via Holapur under SOPD-G for the year 2020-21,8752000.0,8750000.0,Open Tender,2020-2021,-0.00022851919561243144
ocds-f5kvwu-2020_PWD_19801_1,Construction of Hatigaon Mangala Aai Than Road towards Hatigaon Siva Mandir and road connecting Barpeta village under SOPD-G for the year 2020-21,9746000.0,9744000.0,Open Tender,2020-2021,-0.00020521239482864764
ocds-f5kvwu-2020_PWD_19802_1,Construction of road from Hatibandha to Kuhimari road under SOPD-G for the year 2020-21,9750000.0,9748024.0,Open Tender,2020-2021,-0.00020266666666666667
ocds-f5kvwu-2020_PWD_19803_1,Construction of road from UBKS road towards Dighali Village (Balance Portion) Road under SOPD-G for the year 2020-21,7800000.0,7798000.0,Open Tender,2020-2021,-0.0002564102564102564
ocds-f5kvwu-2020_PWD_19804_1,Construction of road from Baghjan to Garubandha (Ch.0.00 m to 1.10 Km) under SOPD-G for the year 2020-21,7465800.0,7465000.0,Open Tender,2020-2021,-0.00010715529481100485
ocds-f5kvwu-2020_PWD_19805_1,Construction of road from Bholaguri Satra Road to Santipur Pubthoria Road near Dosali and Approach to Bholaguri Satra Samabhai Somitte under SOPD-G for the year 2020-21,7892000.0,7890000.0,Open Tender,2020-2021,-0.00025342118601115053
ocds-f5kvwu-2020_PWD_19806_1,Construction of road from Jamkhala towards Gorokhya Mandir (Borali) (Ch.0.00 Km to 1.10 Km) for the year 2020-21,8580000.0,8578062.0,Open Tender,2020-2021,-0.0002258741258741259
ocds-f5kvwu-2020_PWD_19807_1,Construction of road at i) Jayantipur village (Ch. 0.00 to 835.00 m) ii) Madhab Gaon village (Ch. 0.00 to 175.00 m) under SOPD-G for the year 2020-21,6806700.0,6804000.0,Open Tender,2020-2021,-0.0003966679888932963
ocds-f5kvwu-2020_PWD_19808_1,Construction of road from Chikoni Borhola Kalbasti to Satnamigaon (Ch. 0.00 m to 1100.00 m) under SOPD-G for the year 2020-21,7993000.0,7991900.0,Open Tender,2020-2021,-0.00013762041786563242
ocds-f5kvwu-2020_PWD_19809_1,Construction of road from Niz Chilabandha to Joyti Nagar under SOPD-G for the year 2020-21,7400000.0,7398000.0,Open Tender,2020-2021,-0.0002702702702702703
ocds-f5kvwu-2020_PWD_19822_1,"Construction of Teok Bongali Gaon Road near Petrolpump (from Ch 0.00 to 700.00 m) under SOPD-G for the year 2020-21, under PWD Teok and Mariani Territorial Road Division Teok Municipal Board. Pkg.No. SOPD-G/2020-21/TMTRD/TMA/01",5040600.0,5040488.4,Open Tender,2020-2021,-2.2140221402140116e-05
ocds-f5kvwu-2020_PWD_19823_2,"Improvement of Atilagaon Road (from Na-Ali to K.B. Road, L-936.00 m) under SOPD-G for the year 2020-21, Jorhat Municipal Board. Pkg.No. SOPD-G/2020-21/JDTTRD/JMA/02",12656551.0,12023723.67,Open Tender,2020-2021,-0.04999998261769736
ocds-f5kvwu-2020_PWD_19824_1,"Construction of Mridul Boruah Path (Municipal area Road) (from Ch 000.00 to 820.00 m) under Bokakhat Territorial Road Division under SOPD-G for the year 2020-21, Bokakhat Municipal Board. Pkg.No. SOPD-G/2020-21/BTRD/BMA/01",8292900.0,7878255.0,Open Tender,2020-2021,-0.05
ocds-f5kvwu-2020_SCD_16657_1,RIVER TRAINING PROJECT AT DHOLI RIVER IN FRONT SIDE OF THENGAL KACHARI AUTONOMOUS COUNCIL OFFICE BUILDING IN TITABAR,14779400.0,14485092.0,Open Tender,2019-2020,-0.019913392965884947
ocds-f5kvwu-2020_SCD_18016_1,Integrated Land Reclamation and Water Harvesting Project at Monikotajan in Charaideo District under RIDF-XXV during 2018-19,5078000.0,4824100.0,Open Tender,2020-2021,-0.05
ocds-f5kvwu-2020_SCD_18016_2,Anti-erosion cum water conservation measures at Amguri (Doiyang River) (Group-A) under RIDF-XXV 2019-20,4162100.0,4078858.0,Open Tender,2020-2021,-0.02
ocds-f5kvwu-2020_SCD_18016_3,Anti-erosion cum water conservation measures at Amguri (Doiyang River) ( Group-B) under RIDF-XXV 2019-20,4946100.0,4847178.0,Open Tender,2020-2021,-0.02
ocds-f5kvwu-2020_SCD_18056_1,KAILYANPUR RIVER TRAINING PROJECT UNDER RIDF XXV,16054200.0,8030200.0,Open Tender,2020-2021,-0.49980690411231954
ocds-f5kvwu-2020_SCD_18056_1,KAILYANPUR RIVER TRAINING PROJECT UNDER RIDF XXV,16054200.0,8024000.0,Open Tender,2020-2021,-0.5001930958876805
ocds-f5kvwu-2020_SCD_18175_1,Green Highways Projects for Haflong NH-54,58419416.0,30069460.0,Open Tender,2020-2021,-0.4852831120393261
ocds-f5kvwu-2020_SCD_18175_1,Green Highways Projects for Haflong NH-54,58419416.0,28349956.0,Open Tender,2020-2021,-0.5147168879606739
ocds-f5kvwu-2020_SCD_18177_1,Infrastructure Development of the salmasutha Community Pond and Nature Conservation Work With Eco-Garden,7522145.0,7371702.1,Open Tender,2020-2021,-0.02000000000000005
ocds-f5kvwu-2020_SCD_18177_2,"Riverine Land Protection Project at Pub-Par Jatia Bhangra Village under RIDF-XXV, 2019-20",3745970.0,3671050.66,Open Tender,2020-2021,-0.019999983982786795
ocds-f5kvwu-2020_SCD_18193_1,Implementation Of Avenue And Meridian Plantation And Maintenance Works For 5 Years,13546848.0,12869505.0,Open Tender,2020-2021,-0.05000004429074571
ocds-f5kvwu-2020_SCD_18193_2,Implementation Of Avenue And Meridian Plantation And Maintenance Works For 5 Years for Group B,13449616.0,12777135.0,Open Tender,2020-2021,-0.050000014870313025
ocds-f5kvwu-2020_SCD_18193_3,"Implementation of Avenue and Meridian Plantation and Maintenance works for 5 years along NH No. 31C Piu- Bongaigaon, Assam For Group D",14390336.0,13670819.0,Open Tender,2020-2021,-0.050000013898216136
ocds-f5kvwu-2020_SCD_18193_4,Implementation Of Avenue And Meridian Plantation And Maintenance Works For 5 Years For Group -E,14421936.0,13700839.0,Open Tender,2020-2021,-0.05000001386776366
ocds-f5kvwu-2020_SCD_18193_5,Implementation Of Avenue And Meridian Plantation And Maintenance Works For 5 Years for Group c,13383985.0,12714785.5,Open Tender,2020-2021,-0.05000001867904066
ocds-f5kvwu-2020_SCD_18193_6,Implementation Of Avenue And Meridian Plantation And Maintenance Works For 5 Years for Group-F,24308000.0,23092599.89,Open Tender,2020-2021,-0.05000000452525915
ocds-f5kvwu-2020_SCD_18320_1,Recreation of Simen Chapori Afforestation Project under MSTD-Jonai Dev. Blocks in Dhemaji District Under RIDF-XXV During 2019-20,5319000.0,5212620.0,Open Tender,2020-2021,-0.02
ocds-f5kvwu-2020_SCD_18320_2,KOLMOGURI WATER HARVESTING AND DISTRIBUTIONPROJECT UNDER RIDF 2019-20,8652000.0,8478960.0,Open Tender,2020-2021,-0.02
ocds-f5kvwu-2020_SCD_18628_1,GERAMARI (PT-VI) RIVER TRAINING PROJECT UNDER RIDF-XXV DURING 2019-20.,7030496.0,6889886.08,Open Tender,2020-2021,-0.01999999999999999
ocds-f5kvwu-2020_SCD_18628_2,Nilambazar Erosion Control Project under South Karimganj Dev. Block in Karimganj District under RIDF-XXV,9565936.0,9374617.28,Open Tender,2020-2021,-0.02000000000000007
ocds-f5kvwu-2020_SCD_18628_3,TARANIJAN WATER HARVESTING AND DISTRIBUTION PROJECT UNDER RIDF XXV (GROUP-A),9137885.0,8680990.75,Open Tender,2020-2021,-0.05
ocds-f5kvwu-2020_SCD_18628_4,TARANIJAN WATER HARVESTING AND DISTRIBUTION PROJECT UNDER RIDF XXV (GROUP-B),7606200.0,7454076.0,Open Tender,2020-2021,-0.02
ocds-f5kvwu-2020_SCD_18731_1,"Mandu Bey Water Harvesting and Distribution Project under Kohora S.C.Division( Part -A ), RIDF-XXV DURING 2019-20",5450000.0,5450000.0,Open Tender,2020-2021,0.0
ocds-f5kvwu-2020_SCD_18731_2,"Mandu Bey Water Harvesting and Distribution Project under Kohora S.C.Division( Part -B ), RIDF-XXV DURING 2019-20",7740000.0,7740000.0,Open Tender,2020-2021,0.0
ocds-f5kvwu-2020_SCD_18731_3,"Re-Establishment of Soil Conservation Training School at Gotanagar S. C. Centre under RIDF-XXV, 2019-20",25078167.0,25078167.0,Open Tender,2020-2021,0.0
ocds-f5kvwu-2020_SCD_18777_2,DIMALI WATER HARVESTING CUM DISTRIBUTION PROJECT UNDER RIDF-XXV DURING 2019-20,13962472.0,13962472.0,Open Tender,2020-2021,0.0
ocds-f5kvwu-2020_SCD_18832_1,"CONSESOIL and WATER RVATION MEASURES TO ENHANCE AGRICULTURAL PRODUCTIVITY OF MAGURI, DAKHIN SINGRA, MAIHATI and PALARA AREA UNDER RIDF XXV",11943000.0,11704140.0,Open Tender,2020-2021,-0.02
ocds-f5kvwu-2020_SCD_18832_2,KHERKATI RIVER TRAINING PROJECT AT RATANPUR MIRI,5754560.0,5639468.8,Open Tender,2020-2021,-0.02000000000000003
ocds-f5kvwu-2020_SCD_18832_3,KOLIA-JOKAIBOWA RIVERINE LAND PROTECTION CUM LAND DEVELOPMENT PROJECT. GROUP-I,10948000.0,10729040.0,Open Tender,2020-2021,-0.02
ocds-f5kvwu-2020_SCD_18832_4,KOLIA-JOKAIBOWA RIVERINE LAND PROTECTION CUM LAND DEVELOPMENT PROJECT. GROUP-II,6469400.0,6145930.0,Open Tender,2020-2021,-0.05
ocds-f5kvwu-2020_SCD_18832_5,KARKO NALLA EROSION PROTECTION WORK AT BUKAJAN VILLAGE UNDER SISSIBARGAON DEV. BLOCK IN DHEMAJI DISTRICT,15608450.0,15296281.0,Open Tender,2020-2021,-0.02
ocds-f5kvwu-2020_SCD_18915_1,PROTECTION OF RIVER BANK EROSION AT GAINODI RIVER UNDER RIDF XXV DURING 2019-20,5474000.0,5364520.0,Open Tender,2020-2021,-0.02
ocds-f5kvwu-2020_SCD_18915_2,GELABARI WATER HARVESTING CUM WATER DISTRIBUTION PROJECT UNDER RIDF XXV DURING 2019-20,5160454.0,5057244.92,Open Tender,2020-2021,-0.020000000000000014
ocds-f5kvwu-2020_SCD_18915_3,NAGINGHAT WATER HARVESTING CUM DISTRIBUTION PROJECT UNDER RIDF XXV DURING 2019-20,9952541.0,9753490.18,Open Tender,2020-2021,-0.02000000000000003
ocds-f5kvwu-2020_SCD_18915_4,INTEGRATED WATER HARVESTING CUM DISTRIBUTION PROJECT AT NIBIRA UNDER RIDF XXV DURING 2019-20,5172325.0,5068878.5,Open Tender,2020-2021,-0.02
ocds-f5kvwu-2020_SCD_18915_5,INTEGRATED WATER HARVESTING CUM WATER DISTRIBUTION PROJECT AT PANDUBA UNDER RIDF XXV DURING 2019-20,5175302.0,5071795.96,Open Tender,2020-2021,-0.020000000000000007
ocds-f5kvwu-2020_SCD_19210_1,AMTOLA RIVERINE LAND PROTECTION AND LAND DEVELOPMENT PROJECT,7464376.0,7315088.48,Open Tender,2020-2021,-0.01999999999999994
ocds-f5kvwu-2020_SCD_19210_2,DHODANG WATER HARVESTING and LAND DEVELOPMENT PROJECT IN GOLAGHAT DISTRICT UNDER RIDF-XXV,12280242.0,11666229.9,Open Tender,2020-2021,-0.04999999999999997
ocds-f5kvwu-2020_SCD_19210_3,WATER HARVESTING and LAND DEVELOPMENT PROJECT ATDAKSHIN SINGRA VILLAGE,4170100.0,3961595.0,Open Tender,2020-2021,-0.05
ocds-f5kvwu-2020_SCD_19210_4,KOHORA WATER HARVESTING AND DISTRIBUTION PROJECT,11900000.0,11662000.0,Open Tender,2020-2021,-0.02
ocds-f5kvwu-2020_SCD_19210_5,LAND RECLAMATION and WATER DISTRIBUTION PROJECT AT RONGSAIJAN,5677500.0,5393625.0,Open Tender,2020-2021,-0.05
ocds-f5kvwu-2020_SCD_19417_1,CONSTRUCTION OF APPROACH ROAD AT GOTANAGAR LEADING TO PROPOSED TRAINING SCHOOL UNDER SOPD-G DURING 2020-21,14941217.0,14642392.66,Open Tender,2020-2021,-0.01999999999999999
ocds-f5kvwu-2020_SCD_19629_2,SECONEE WATER HARVESTING CUM WATER DISTRIBUTION PROJECT UNDER RIDF-XXV,7191000.0,7047180.0,Open Tender,2020-2021,-0.02
ocds-f5kvwu-2020_SCD_19629_3,"CONSTRUCTION OF MULTISTORIED RCC BUILDING (G plus 2) AT DIVISIONAL OFFICE CAMPUS OF CACHAR SOIL CONSERVATION DIVISION, SILCHAR UNDER SOPD-G",9557896.0,9462317.04,Open Tender,2020-2021,-0.010000000000000094
ocds-f5kvwu-2020_SCD_19629_4,"CONSTRUCTION OF DIVISION OFFICE BUILDING (TWO STORIED)AT NALBARI SOIL CONSERVATION OFFICE COMPLEX, NALBARI UNDER SOPD-G",7975210.0,7895457.9,Open Tender,2020-2021,-0.009999999999999953
ocds-f5kvwu-2020_SCD_19684_1,"CONSTRUCTION OF DIVISION OFFICE BUILDING (TWO STORIED) AT SONITPUR SOIL CONSERVATION DIVISION OFFICE COMPLEX, TEZPUR, ASSAM",8683804.0,8596965.96,Open Tender,2020-2021,-0.009999999999999898
ocds-f5kvwu-2020_SCD_19684_3,"CONSTRUCTION OF DIVISION OFFICE BUILDING (TWO STORIED) EASTERN ASSAM SOIL CONSERVATION DIVISION OFFICE COMPLEX, AT DIBRUGARH",8677912.0,8591132.88,Open Tender,2020-2021,-0.009999999999999905
ocds-f5kvwu-2020_SCD_19768_1,"DAIMABARI WATER HARVESTING AND EROSION PROTECTION PROJECT UNDER BAKSA DISTRICT UNDER RIDF-XXV, 2019-20",24760000.0,13910000.0,Open Tender,2020-2021,-0.43820678513731826
ocds-f5kvwu-2020_SCD_19768_1,"DAIMABARI WATER HARVESTING AND EROSION PROTECTION PROJECT UNDER BAKSA DISTRICT UNDER RIDF-XXV, 2019-20",24760000.0,10850000.0,Open Tender,2020-2021,-0.5617932148626817
ocds-f5kvwu-2020_SCD_19852_1,NAMJALAH EROSION PROTECTION PROJECT UNDER UDALGURI DISTRICT UNDER RIDF-XXV,13681220.0,13407595.6,Open Tender,2020-2021,-0.020000000000000028
ocds-f5kvwu-2020_SCD_19852_2,SIBAPUR WATER HARVESTING and DISTRIBUTION CUM GULLY CONTROL PROJECT UNDER UDALGURI SOIL CONSERVSTION DIVISION UNDER RIDF-XXV,9596000.0,9404080.0,Open Tender,2020-2021,-0.02
ocds-f5kvwu-2020_SEED_18366_2,"Construction of Class Room Building, Approach Road, Electrification, Water Supply, Sanitary Installation etc. at ITI Nagaon under ESDI Scheme.",6087854.0,5419065.9,Open Tender,2020-2021,-0.1098561332121302
ocds-f5kvwu-2020_SEED_18366_3,"Construction of Class Room Building, Laboratory, Yoga hall etc.at Womens ITI North Lakhimpur under ESDI Scheme.",5379623.0,4841660.61,Open Tender,2020-2021,-0.1000000167297968
ocds-f5kvwu-2020_SE_18964_1,Printing and Supply of Blank Answer Scripts and Additional Sheet for HSLC/AHM Examination 2021,11000000.0,8944000.0,Open Tender,2020-2021,-0.1869090909090909
ocds-f5kvwu-2020_SSA_18871_1,Providing Security Service,5000000.0,36260.41,Open Tender,2020-2021,-0.992747918
ocds-f5kvwu-2020_SSA_19559_1,PROCUREMENT OF EVALUATION AND PRACTICE BOOK,81000000.0,52664376.42,Open Tender,2020-2021,-0.3498225133333333
ocds-f5kvwu-2020_SSA_19560_1,SSAEssttEPB_I_II_356_2020_3217,120050000.0,82459311.48,Open Tender,2020-2021,-0.3131252688046647
ocds-f5kvwu-2020_SSA_19561_1,PROCUREMENT OF EVALUATION AND PRACTICE BOOK,82000000.0,53223525.36,Open Tender,2020-2021,-0.3509326175609756
ocds-f5kvwu-2020_SSA_19562_1,SSAEssttEPBIII_IV357_2020_3218,107750000.0,75521635.92,Open Tender,2020-2021,-0.29910314691415313
ocds-f5kvwu-2020_SSA_19563_1,PROCUREMENT OF EVALUATION AND PRACTICE BOOK,82000000.0,53613614.34,Open Tender,2020-2021,-0.34617543487804875
ocds-f5kvwu-2020_SSA_19564_1,TECHNICAL and COMMERCIAL BIDS FOR PROCUREMENT OF EVALUATION AND PRACTICE BOOK,45900000.0,30188268.0,Open Tender,2020-2021,-0.34230352941176473
ocds-f5kvwu-2020_SSA_19565_1,SUPPLY OF EVALUATION WORK BOOK,27250000.0,17512604.1,Open Tender,2020-2021,-0.3573356293577981
ocds-f5kvwu-2020_SSA_19740_1,SUPPLY OF DESK BENCH,4850000.0,3180870.0,Open Tender,2020-2021,-0.3441505154639175
ocds-f5kvwu-2020_SSA_19741_1,GREEN BOARD,4750000.0,940044.0,Open Tender,2020-2021,-0.802096
ocds-f5kvwu-2020_SWD_18213_1,"supply and installation of Braillo 600SR 2 and Braillo Stapler with relevant accessories, training etc. for Govt. Braille Press, Latakata, Basistha, Guwhati-781029",12100000.0,12070000.0,Open Tender,2020-2021,-0.0024793388429752068
ocds-f5kvwu-2020_SWD_19481_1,SUPPLY OF PRE-SCHOOL KITS FOR LEARNING CORNER DEVELOPMENT KIT UNDER FLEXI FUND FOR THE FINANCIAL YEAR 2019-20,20700000.0,20665500.0,Open Tender,2020-2021,-0.0016666666666666668
ocds-f5kvwu-2020_SYWA_15763_1,Holding of Chief Ministers Youth Conclave at Guwahati,10000000.0,9912690.0,Open Tender,2019-2020,-0.008731
