ocid,tender_title,tender_value_amount,value_amount,tender_procurementMethod,tender_fiscalYear,price_deviation
ocds-f5kvwu-2022_FCS_27644_5,"Appointment of Mandi Labour Contractors from the parties/Contractors with requisite work experience with strong financial background, for KMS 2022- 23",3502500.0,341.0,Open Tender,2022-2023,-0.9999026409707352
ocds-f5kvwu-2022_FCS_27644_50,"Appointment of Mandi Labour Contractors from the parties/Contractors with requisite work experience with strong financial background, for KMS 2022- 23,Gohpur",2101500.0,321.0,Open Tender,2022-2023,-0.9998472519628837
ocds-f5kvwu-2022_FCS_27644_51,"Appointment of Mandi Labour Contractors from the parties/Contractors with requisite work experience with strong financial background, for KMS 2022- 23,Rupahi",2790000.0,273.0,Open Tender,2022-2023,-0.9999021505376344
ocds-f5kvwu-2022_FCS_27644_52,"Appointment of Mandi Labour Contractors from the parties/Contractors with requisite work experience with strong financial background, for KMS 2022- 23,Garehagi",2101500.0,341.0,Open Tender,2022-2023,-0.9998377349512253
ocds-f5kvwu-2022_FCS_27644_53,"Appointment of Mandi Labour Contractors from the parties/Contractors with requisite work experience with strong financial background, for KMS 2022- 23,Raha",2802000.0,267.0,Open Tender,2022-2023,-0.9999047109207708
ocds-f5kvwu-2022_FCS_27644_54,"Appointment of Mandi Labour Contractors from the parties/Contractors with requisite work experience with strong financial background, for KMS 2022- 23, Jagiroad",2802000.0,273.0,Open Tender,2022-2023,-0.9999025695931477
ocds-f5kvwu-2022_FCS_27644_55,"Appointment of Mandi Labour Contractors from the parties/Contractors with requisite work experience with strong financial background, for KMS 2022- 23,Mayong",2778000.0,239.0,Open Tender,2022-2023,-0.9999139668826494
ocds-f5kvwu-2022_FCS_27644_56,"Appointment of Mandi Labour Contractors from the parties/Contractors with requisite work experience with strong financial background, for KMS 2022- 23,Batadrawa",3472500.0,239.0,Open Tender,2022-2023,-0.9999311735061195
ocds-f5kvwu-2022_FCS_27644_57,"Appointment of Mandi Labour Contractors from the parties/Contractors with requisite work experience with strong financial background, for KMS 2022- 23 at Bhurbandha",2778000.0,307.0,Open Tender,2022-2023,-0.9998894888408927
ocds-f5kvwu-2022_FCS_27644_58,"Appointment of Mandi Labour Contractors from the parties/Contractors with requisite work experience with strong financial background, for KMS 2022- 23,Oujuri",2778000.0,307.0,Open Tender,2022-2023,-0.9998894888408927
ocds-f5kvwu-2022_FCS_27644_6,"Appointment of Mandi Labour Contractors from the parties/Contractors with requisite work experience with strong financial background, for KMS 2022- 23, Demow",697500.0,391.0,Open Tender,2022-2023,-0.9994394265232975
ocds-f5kvwu-2022_FCS_27644_60,"Appointment of Mandi Labour Contractors from the parties/Contractors with requisite work experience with strong financial background, for KMS 2022- 23 at Manaha",3502500.0,239.0,Open Tender,2022-2023,-0.9999317630264097
ocds-f5kvwu-2022_FCS_27644_61,"Appointment of Mandi Labour Contractors from the parties/Contractors with requisite work experience with strong financial background, for KMS 2022- 23, Dolbari",2802000.0,307.0,Open Tender,2022-2023,-0.9998904354032834
ocds-f5kvwu-2022_FCS_27644_62,"Appointment of Mandi Labour Contractors from the parties/Contractors with requisite work experience with strong financial background, for KMS 2022- 23,NizDhing",3472500.0,239.0,Open Tender,2022-2023,-0.9999311735061195
ocds-f5kvwu-2022_FCS_27644_7,"Appointment of Mandi Labour Contractors from the parties/Contractors with requisite work experience with strong financial background, for KMS 2022- 23,Dotma",1713750.0,180.0,Open Tender,2022-2023,-0.9998949671772429
ocds-f5kvwu-2022_FCS_27644_8,"Appointment of Mandi Labour Contractors from the parties/Contractors with requisite work experience with strong financial background, for KMS 2022- 23, Morabazar",697500.0,391.0,Open Tender,2022-2023,-0.9994394265232975
ocds-f5kvwu-2022_FCS_27644_9,"Appointment of Mandi Labour Contractors from the parties/Contractors with requisite work experience with strong financial background, for KMS 2022- 23,Kajalgaon",1401000.0,204.0,Open Tender,2022-2023,-0.9998543897216274
ocds-f5kvwu-2022_FCS_27722_1,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Silghat to Golakganj (Dhubri Dist)",267500.0,900.0,Open Tender,2022-2023,-0.9966355140186915
ocds-f5kvwu-2022_FCS_27722_10,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Chenga (Barpeta Dist)",74000.0,680.0,Open Tender,2022-2023,-0.9908108108108108
ocds-f5kvwu-2022_FCS_27722_12,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Silghat to Pathsala (Bajali Dist)",88500.0,680.0,Open Tender,2022-2023,-0.9923163841807909
ocds-f5kvwu-2022_FCS_27722_13,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, , Silghat to Morabazar(Sibsagar Dist)",39500.0,800.0,Open Tender,2022-2023,-0.979746835443038
ocds-f5kvwu-2022_FCS_27722_14,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Nityananda(Bajali Dist)",92500.0,686.0,Open Tender,2022-2023,-0.9925837837837838
ocds-f5kvwu-2022_FCS_27722_15,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Silghat to Bongolmara (Lakhimpur)",156500.0,720.0,Open Tender,2022-2023,-0.9953993610223643
ocds-f5kvwu-2022_FCS_27722_16,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Baganpara (Baska Dist)",90000.0,722.0,Open Tender,2022-2023,-0.9919777777777777
ocds-f5kvwu-2022_FCS_27722_17,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Tamulpur (Tamulpur Dist)",108000.0,790.0,Open Tender,2022-2023,-0.9926851851851852
ocds-f5kvwu-2022_FCS_27722_18,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Assam Co-operative Jute Mill, Silghat to Simaluguri (Lakhimpur )",192000.0,675.0,Open Tender,2022-2023,-0.996484375
ocds-f5kvwu-2022_FCS_27722_19,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Morowa (Nalbari Dist)",78500.0,600.0,Open Tender,2022-2023,-0.9923566878980892
ocds-f5kvwu-2022_FCS_27722_2,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Gouripur (Dhubri Dist)",243000.0,900.0,Open Tender,2022-2023,-0.9962962962962963
ocds-f5kvwu-2022_FCS_27722_2,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Gouripur (Dhubri Dist)",243000.0,900.0,Open Tender,2022-2023,-0.9962962962962963
ocds-f5kvwu-2022_FCS_27722_20,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Assam Co-operative Jute Mill, Assam Co-operative Jute Mill, Silghat to Nakachari",48500.0,367.0,Open Tender,2022-2023,-0.9924329896907217
ocds-f5kvwu-2022_FCS_27722_21,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Kaplabari (Nalbari Dist)",50000.0,610.0,Open Tender,2022-2023,-0.9878
ocds-f5kvwu-2022_FCS_27722_22,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23, Assam Co-operative Jute Mill, Silghat to Teok (Jorhat Dist)",72500.0,680.0,Open Tender,2022-2023,-0.9906206896551724
ocds-f5kvwu-2022_FCS_27722_23,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Dadara (Kamrup Dist)",57500.0,590.0,Open Tender,2022-2023,-0.9897391304347826
ocds-f5kvwu-2022_FCS_27722_24,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Assam Co-operative Jute Mill, Silghat to Titabor (Jorhat Dist)",64000.0,630.0,Open Tender,2022-2023,-0.99015625
ocds-f5kvwu-2022_FCS_27722_25,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Silghat to Rangia (Kamrup Dist)",65500.0,555.0,Open Tender,2022-2023,-0.9915267175572519
ocds-f5kvwu-2022_FCS_27722_26,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Assam Co-operative Jute Mill, Silghat to Sarupathar (Golaghat Dt)",61500.0,620.0,Open Tender,2022-2023,-0.9899186991869918
ocds-f5kvwu-2022_FCS_27722_27,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23, Assam Co-operative Jute Mill, Silghat to Gamariguri (Golaghat D)",185000.0,630.0,Open Tender,2022-2023,-0.9965945945945945
ocds-f5kvwu-2022_FCS_27722_28,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Silghat to Raha (Nagaon Dist)",95000.0,380.0,Open Tender,2022-2023,-0.996
ocds-f5kvwu-2022_FCS_27722_29,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Malaybari (Kamrup(M))",115500.0,555.0,Open Tender,2022-2023,-0.9951948051948052
ocds-f5kvwu-2022_FCS_27722_3,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Chappor (Dhubri Dist)",207500.0,850.0,Open Tender,2022-2023,-0.9959036144578314
ocds-f5kvwu-2022_FCS_27722_32,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Assam Co-operative Jute Mill, Silghat to Golaghat (GolaghatDist)",157000.0,630.0,Open Tender,2022-2023,-0.9959872611464968
ocds-f5kvwu-2022_FCS_27722_33,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Tangla (Udalguri Dist)",71500.0,490.0,Open Tender,2022-2023,-0.9931468531468531
ocds-f5kvwu-2022_FCS_27722_34,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Silghat to Rupahi (Nagaon Dist)",61000.0,247.0,Open Tender,2022-2023,-0.9959508196721312
ocds-f5kvwu-2022_FCS_27722_35,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23, Assam Co-operative Jute Mill, Silghat to Bokakhat (Golaghat D.)",58500.0,538.0,Open Tender,2022-2023,-0.9908034188034188
ocds-f5kvwu-2022_FCS_27722_36,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Silghat to Kaliabor(Nagaon Dist)",61500.0,155.0,Open Tender,2022-2023,-0.9974796747967479
ocds-f5kvwu-2022_FCS_27722_37,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Rowta (Udalguri Dist)",63000.0,490.0,Open Tender,2022-2023,-0.9922222222222222
ocds-f5kvwu-2022_FCS_27722_38,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Assam Co-operative Jute Mill, Silghat to Hailakandi (Hailakandi )",86000.0,900.0,Open Tender,2022-2023,-0.9895348837209302
ocds-f5kvwu-2022_FCS_27722_39,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,,Silghat to Kathiatoli (Nagaon Dist)",134000.0,470.0,Open Tender,2022-2023,-0.9964925373134328
ocds-f5kvwu-2022_FCS_27722_4,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Silghat to Telem(Dhemaji Dist)",200000.0,0.0,Open Tender,2022-2023,-1.0
ocds-f5kvwu-2022_FCS_27722_40,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23, Assam Co-operative Jute Mill, Silghat to Satgaon (W/K/-Anglong)",75500.0,590.0,Open Tender,2022-2023,-0.9921854304635762
ocds-f5kvwu-2022_FCS_27722_41,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Bhakatpar (Udalguri Dist)",54000.0,420.0,Open Tender,2022-2023,-0.9922222222222222
ocds-f5kvwu-2022_FCS_27722_42,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Silghat to Kampur (Nagaon Dist)",104500.0,470.0,Open Tender,2022-2023,-0.9955023923444976
ocds-f5kvwu-2022_FCS_27722_43,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Assam Co-operative Jute Mill, Silghat to Bokulia (Karbi-Anglong)",239000.0,800.0,Open Tender,2022-2023,-0.9966527196652719
ocds-f5kvwu-2022_FCS_27722_44,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Silghat to Bhalukmari (Hojai Dist",177000.0,539.0,Open Tender,2022-2023,-0.996954802259887
ocds-f5kvwu-2022_FCS_27722_45,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Assam Co-operative Jute Mill, Silghat to Dokmoka (K/Anglong)",177000.0,600.0,Open Tender,2022-2023,-0.9966101694915255
ocds-f5kvwu-2022_FCS_27722_46,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Silghat to Pub-Dhanuwarbasti (Hojai )",177000.0,530.0,Open Tender,2022-2023,-0.9970056497175142
ocds-f5kvwu-2022_FCS_27722_47,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Assam Co-operative Jute Mill, Silghat to Howraghat (K/Anglong)",221100.0,600.0,Open Tender,2022-2023,-0.9972862957937585
ocds-f5kvwu-2022_FCS_27722_48,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Mangaldoi(Darrang Dist)",105000.0,410.0,Open Tender,2022-2023,-0.9960952380952381
ocds-f5kvwu-2022_FCS_27722_49,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Assam Co-operative Jute Mill, Silghat to Batadrawa (Nagaon Dist)",118000.0,399.0,Open Tender,2022-2023,-0.9966186440677967
ocds-f5kvwu-2022_FCS_27722_5,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Dotpa (Kokrajhar Dist)",121500.0,900.0,Open Tender,2022-2023,-0.9925925925925926
ocds-f5kvwu-2022_FCS_27722_50,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Assam Co-operative Jute Mill, Silghat to Niz.Dhing (Nagaon Dist)",84000.0,293.0,Open Tender,2022-2023,-0.9965119047619048
ocds-f5kvwu-2022_FCS_27722_51,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Assam Co-operative Jute Mill, Silghat to Oujari (MorigaonDist)",176500.0,540.0,Open Tender,2022-2023,-0.9969405099150142
ocds-f5kvwu-2022_FCS_27722_52,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Assam Co-operative Jute Mill, Silghat to Bhurbandha (Morigaon )",161500.0,590.0,Open Tender,2022-2023,-0.9963467492260062
ocds-f5kvwu-2022_FCS_27722_53,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Assam Co-operative Jute Mill, Silghat to Dolbari (MorigaonDist)",94000.0,570.0,Open Tender,2022-2023,-0.9939361702127659
ocds-f5kvwu-2022_FCS_27722_54,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Assam Co-operative Jute Mill, Silghat to Manaha (MorigaonDist)",177000.0,580.0,Open Tender,2022-2023,-0.9967231638418079
ocds-f5kvwu-2022_FCS_27722_55,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Silghat to Ojagaon (Darrang Dist)",185500.0,600.0,Open Tender,2022-2023,-0.9967654986522911
ocds-f5kvwu-2022_FCS_27722_56,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Assam Co-operative Jute Mill, Silghat to Mayong (MorigaonDist)",94000.0,409.0,Open Tender,2022-2023,-0.9956489361702128
ocds-f5kvwu-2022_FCS_27722_57,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Assam Co-operative Jute Mill, Silghat to Jagiroad (MorigaonDist)",99000.0,423.0,Open Tender,2022-2023,-0.9957272727272727
ocds-f5kvwu-2022_FCS_27722_58,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Silghat to Gezengaguri(Darrang Di)",50500.0,340.0,Open Tender,2022-2023,-0.9932673267326733
ocds-f5kvwu-2022_FCS_27722_58,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Silghat to Gezengaguri(Darrang Di)",50500.0,340.0,Open Tender,2022-2023,-0.9932673267326733
ocds-f5kvwu-2022_FCS_27722_59,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Gohpur (Biswanath Dist)",117500.0,600.0,Open Tender,2022-2023,-0.9948936170212765
ocds-f5kvwu-2022_FCS_27722_6,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Silghat to Silapathar(Dhemaji Dist",249500.0,840.0,Open Tender,2022-2023,-0.9966332665330662
ocds-f5kvwu-2022_FCS_27722_60,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,,Assam Co-operative Jute Mill, Silghat to Gorehagi(Biswanathdst.)",54000.0,400.0,Open Tender,2022-2023,-0.9925925925925926
ocds-f5kvwu-2022_FCS_27722_61,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Silghat to Borchola (Sonitpur Dist)",53500.0,460.0,Open Tender,2022-2023,-0.9914018691588785
ocds-f5kvwu-2022_FCS_27722_62,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to 18th Mile (Sonitpur Dist)",39000.0,350.0,Open Tender,2022-2023,-0.9910256410256411
ocds-f5kvwu-2022_FCS_27722_7,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Kajalgaon (Chirang Dist)",107500.0,870.0,Open Tender,2022-2023,-0.991906976744186
ocds-f5kvwu-2022_FCS_27722_8,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,, Silghat to Demow (Sibsagar Dist)",39500.0,790.0,Open Tender,2022-2023,-0.98
ocds-f5kvwu-2022_FCS_27722_9,"Appointment of Road Transport Contractors for Transportation of New Gunny Bales from Assam Co Operative Jute Mill Silghat to various PPCs under AFCSCL for KMS 2022- 23,Silghat to Abhayapuri(BNGN Dist)",103500.0,850.0,Open Tender,2022-2023,-0.9917874396135266
ocds-f5kvwu-2022_FESA_26273_1,Procurement of 7(seven) water tender pumps and 7 (seven) mini water tender pumps,63000000.0,58311470.0,Open Tender,2022-2023,-0.0744211111111111
ocds-f5kvwu-2022_FESA_26301_1,"Construction of RCC 4 storied quarter for accommodation of officers/instructors of F and ES, Assam at RTC, Sila, North Guwahati",18299708.0,15737700.0,Open Tender,2022-2023,-0.1400026710808719
ocds-f5kvwu-2022_FESA_26306_1,"Vertical extension of RCC building of smart class room (2nd floor) at RTC, Sila, North Guwahati",5931970.0,5190470.2,Open Tender,2022-2023,-0.12500059845211622
ocds-f5kvwu-2022_FESA_26314_1,"Construction of RCC (ground floor) Workshop for IRB, FRB, Boat Engine of SDRF Bn. at Guwahati F and ES Station",3374418.0,2834544.0,Open Tender,2022-2023,-0.15999025609749593
ocds-f5kvwu-2022_GAD_27441_1,"Setting up of 15 KW Solar Micro Grid Power Plant and Installation of Solar high led light in each household at Kachukhal Pt II, (One Unit), Chandranathpur GP, Borkhola Dev Block",2514238.0,2111959.92,Open Tender,2022-2023,-0.16000000000000003
ocds-f5kvwu-2022_GAD_27442_1,"Setting up of 15 KW Solar Micro Grid Power Plant and Installation of Solar high led light in each household at East Damcheera Thomas Khasi Punjee, (Two Units), Chandranathpur GP, Borkhola Dev Block",5028476.0,4495457.74,Open Tender,2022-2023,-0.10599996102198753
ocds-f5kvwu-2022_GAD_27443_1,"Setting up of 15 KW Solar Micro Grid Power Plant and Installation of Solar high led light in each household at Alni Khasi Punjee, (One Unit), Dilkus GP, Lakhipur Dev Block",2514238.0,2340504.15,Open Tender,2022-2023,-0.06910000167048629
ocds-f5kvwu-2022_GAD_27444_1,"Setting up of 15 KW Solar Micro Grid Power Plant and Installation of Solar high led light in each household at Mochipur Khasi Punjee, (One Unit), Rosekandy GP, Tapang Dev Block",2514238.0,2260299.96,Open Tender,2022-2023,-0.10100000079546965
ocds-f5kvwu-2022_GAD_27456_1,"Improvement of existing playground at Krishnapur Khasi punjee, Bubonhill GP, under Palonghat Block",1500000.0,1337250.0,Open Tender,2022-2023,-0.1085
ocds-f5kvwu-2022_GAD_27457_1,"Improvement of existing playground at Nagakhal Khasi Punjee, Rammanikpur GP, under Palonghat Block",1500000.0,1337250.0,Open Tender,2022-2023,-0.1085
ocds-f5kvwu-2022_GAD_27458_1,"Improvement of existing playground at Maskhal Uloi Punjee, Boali GP, under Binakandi Block",1500000.0,1337250.0,Open Tender,2022-2023,-0.1085
ocds-f5kvwu-2022_GAD_27459_1,"Improvement of existing playground at Asapalli under Digor Fulerthol, Fulerthol Block",1500000.0,1337250.0,Open Tender,2022-2023,-0.1085
ocds-f5kvwu-2022_GAD_27460_1,Community based development and management of Ditromoni Community,2227281.0,1737279.18,Open Tender,2022-2023,-0.22000000000000003
ocds-f5kvwu-2022_GAD_27461_1,Providing Solar Street Light to 96 Villages (As per Annexure A attached),8350000.0,7014000.0,Open Tender,2022-2023,-0.16
ocds-f5kvwu-2022_GAD_27891_1,"Setting up of 15 KW Solar Micro Grid Power Plant and Installation of Solar high led light in each household at Ailathol Khasi Punjee 1 unit, Kalibari G.P., Kalain Dev. Block",2514238.0,2451382.05,Open Tender,2022-2023,-0.025000000000000074
ocds-f5kvwu-2022_GAD_27892_1,"Setting up of 15 KW Solar Micro Grid Power Plant and Installation of Solar high led light in each household at Narainjee Khasi Punjee 2 Units, Dilkhus G.P., Lakhipur Dev. Block",5028476.0,4525628.4,Open Tender,2022-2023,-0.09999999999999992
ocds-f5kvwu-2022_GAD_27893_1,"Setting up of 15 KW Solar Micro Grid Power Plant and Installation of Solar high led light in each household at Ataicheera Khasi Punjee 1 unit, Kumba G.P., Udharbond Dev. Block",2514238.0,2187135.64,Open Tender,2022-2023,-0.13009999848860762
ocds-f5kvwu-2022_GAD_27894_1,"Improvement of existing playground at Metnathol Khasi Punjee under Rammanikpur G.P., under Palonghat Block",1500000.0,1303050.0,Open Tender,2022-2023,-0.1313
ocds-f5kvwu-2022_GAD_27895_1,Purchasing of procurement of sports set equipment to 92 villages clubs (As per Annexure C attached),1502544.0,1419904.08,Open Tender,2022-2023,-0.05499999999999995
ocds-f5kvwu-2022_GMC_24470_1,"Construction of road, RCC drain and retaining wall at Jonaki Mahanta Path, pub Boragaon samiti beltol, Nepalibasti",5000000.0,4500000.0,Open Tender,2021-2022,-0.1
ocds-f5kvwu-2022_GMC_24470_2,"Construction of Pavers Block Road, Rani Bari, Kali Ram Medhi Road, Panbazar front side of Overbridge with covered drain, along with Culvert in connected CK Road",3500000.0,3150000.0,Open Tender,2021-2022,-0.1
ocds-f5kvwu-2022_GMC_24470_3,Construction of drain and slab at Harisova inner drain,2000000.0,1800000.0,Open Tender,2021-2022,-0.1
ocds-f5kvwu-2022_GMC_24470_4,Construction of road and drain at Solapara Road,3500000.0,3150000.0,Open Tender,2021-2022,-0.1
ocds-f5kvwu-2022_GMC_24470_5,Construction of road and drain East Manipuri Road,3500000.0,3150000.0,Open Tender,2021-2022,-0.1
ocds-f5kvwu-2022_GMC_24470_6,Construction of Kailash Malla Baruah path near Maria Public School,33280000.0,29952000.0,Open Tender,2021-2022,-0.1
ocds-f5kvwu-2022_GMC_24470_7,"Construction of Zinnia Path, Ajanta Path near Jamme Masjid Hatigaon",5500000.0,4950000.0,Open Tender,2021-2022,-0.1
